License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
February 18 2019,8005660,Domino,Cat,Domestic Shorthair,Mix,98117
February 18 2019,77701,Lyra,Cat,Domestic Shorthair,,98118
February 18 2019,8005666,Neko,Cat,Domestic Shorthair,,98178
February 18 2019,S110245,Pishi,Cat,Domestic Shorthair,,98103
February 18 2019,8005672,Leo,Cat,Domestic Medium Hair,Mix,98597
February 19 2019,77399,Toma,Cat,LaPerm,,98125
February 19 2019,8005675,Tali,Cat,Domestic Shorthair,Mix,98102
February 19 2019,S110634,Mishmish,Cat,Domestic Shorthair,Mix,98105
February 19 2019,85465,Enigma,Cat,Domestic Shorthair,,98103
February 19 2019,85464,Sprocket,Cat,Domestic Shorthair,,98103
February 19 2019,72800,Rhoda,Cat,Domestic Medium Hair,,98107
February 19 2019,8005682,Willow,Cat,American Shorthair,Mix,98105
February 19 2019,8005683,Ashley,Cat,American Shorthair,Mix,98105
February 19 2019,S119225,Freya,Cat,Domestic Longhair,Mix,98133
February 19 2019,S136826,Ollie,Cat,Domestic Shorthair,Mix,98103
February 19 2019,S136827,Dosey,Cat,Domestic Shorthair,Mix,98118
February 19 2019,S134450,Finn MacCool,Cat,Domestic Shorthair,Mix,98122
February 19 2019,S140521,Timber,Cat,Domestic Medium Hair,,98109
February 19 2019,S148297,Chiko,Cat,Domestic Shorthair,Mix,98118
February 19 2019,S128096,Phoebe,Cat,Domestic Shorthair,Mix,98109
February 19 2019,8005690,Sebastian,Cat,Domestic Shorthair,Mix,98112
February 19 2019,S110622,Stella,Cat,Domestic Shorthair,,98115
February 19 2019,73067,Narya,Cat,Domestic Shorthair,,98108
February 19 2019,83246,Hercules,Cat,Domestic Shorthair,,98115
February 20 2019,S127561,Rain Mikamura Montville,Cat,Domestic Shorthair,,98126
February 20 2019,S119240,Oreo,Cat,Domestic Shorthair,Mix,98106
February 20 2019,S128101,Ollie Youngs,Cat,Burmese,,98146
February 20 2019,71973,Mohini,Cat,Domestic Shorthair,,98126
February 20 2019,S128116,Alley Cat,Cat,Domestic Shorthair,,98116
February 20 2019,8005710,Tinsley,Cat,Domestic Longhair,Mix,98126
February 20 2019,421620,Molly,Cat,Domestic Shorthair,,98106
February 20 2019,74441,Misty,Cat,Domestic Shorthair,,98103
February 20 2019,74133,Squeaker,Cat,Domestic Shorthair,,98103
February 20 2019,85185,Gypsy,Cat,Domestic Shorthair,,98122
February 20 2019,77724,Ana,Cat,Domestic Longhair,,98125
February 20 2019,85527,Vixen,Cat,Domestic Medium Hair,,98125
February 20 2019,78771,Max,Cat,Siamese,,98116
February 20 2019,78770,Maggie,Cat,Siamese,,98116
February 20 2019,70027,Sophie,Cat,Domestic Shorthair,,98115
February 20 2019,S127197,Izmir,Cat,Domestic Shorthair,Mix,98116
February 20 2019,S107946,Myah,Cat,Siamese,,98106
February 20 2019,S152466,Riversong,Cat,Domestic Shorthair,Mix,98102
February 20 2019,S152467,Tiger,Cat,Domestic Shorthair,Mix,98103
February 20 2019,S152468,Frankie,Cat,Domestic Shorthair,Mix,98116
February 20 2019,S152469,Aoife,Cat,Domestic Shorthair,Mix,98103
February 20 2019,S152470,Fawkes,Cat,Siberian,,98144
February 20 2019,22048,Gemma,Cat,Domestic Medium Hair,,98112
February 20 2019,8005716,Chloe,Cat,Domestic Medium Hair,,98112
February 20 2019,8005717,Lily,Cat,Domestic Medium Hair,,98112
February 20 2019,282633,Mimi,Cat,Domestic Shorthair,,98121
February 20 2019,8005721,Luna,Cat,Russian Blue,Mix,98105
February 21 2019,78027,Kiyoshi,Cat,Siberian,,98115
February 21 2019,S142749,Pearson,Cat,Domestic Shorthair,Mix,98144
February 21 2019,S142750,Randall,Cat,Domestic Shorthair,Mix,98144
February 21 2019,S109673,Judah,Cat,Domestic Longhair,Mix,98101
February 21 2019,S109674,Miss Emily,Cat,Domestic Longhair,Mix,98101
February 21 2019,69262,Bandit,Cat,Domestic Shorthair,,98115
February 21 2019,73920,Simon,Cat,Domestic Shorthair,,98119
February 21 2019,85345,Gigi,Cat,Domestic Shorthair,,98117
February 21 2019,85346,Kiki,Cat,Domestic Shorthair,,98117
February 21 2019,22556,Cupcake,Cat,Domestic Shorthair,,98102
February 21 2019,S127551,Shadow,Cat,Domestic Shorthair,,98117
February 21 2019,68946,Lexilu,Cat,Domestic Shorthair,,98105
February 21 2019,85307,Lucy,Cat,Domestic Shorthair,,98115
February 21 2019,22600,Tortue,Cat,Domestic Shorthair,,98109
February 21 2019,S129202,Mina,Cat,Domestic Shorthair,,98117
February 21 2019,19048,Rudy,Cat,Domestic Shorthair,,98103
February 21 2019,74422,Girla,Cat,Domestic Shorthair,,98103
February 21 2019,73014,Snickers,Cat,Domestic Longhair,,98126
February 21 2019,72984,Riley,Cat,Domestic Medium Hair,,98122
February 21 2019,77555,Charlie,Cat,LaPerm,,
February 21 2019,S148299,Salem,Cat,Domestic Medium Hair,Mix,98144
February 21 2019,S148301,Shadow Boy,Cat,Domestic Shorthair,Mix,98133
February 21 2019,83278,Amie,Cat,Domestic Medium Hair,,98125
February 21 2019,8005732,Nagi,Cat,Domestic Longhair,,98103
February 21 2019,28977,Ethel,Cat,Maine Coon,Domestic Longhair,98122
February 21 2019,28976,Lucy,Cat,Maine Coon,Domestic Longhair,98122
February 21 2019,21857,Tom,Cat,LaPerm,,98133
February 21 2019,28537,Mia,Cat,Domestic Longhair,,98199
February 21 2019,28969,Felice,Cat,Domestic Shorthair,,98103
February 21 2019,22088,Gradka,Cat,Domestic Shorthair,,98126
February 21 2019,74039,Eb,Cat,Domestic Shorthair,,98199
February 21 2019,8005738,Eb,Cat,Domestic Shorthair,,98199
February 21 2019,19112,Loki,Cat,Domestic Shorthair,,98115
February 21 2019,83192,Minnie,Cat,Domestic Medium Hair,,98118
February 21 2019,22276,Felix,Cat,Domestic Longhair,,98115
February 21 2019,14309,Chester,Cat,Domestic Shorthair,,98105
February 21 2019,443674,Roo,Cat,Domestic Longhair,,98105
February 21 2019,S139431,Rune,Cat,Domestic Shorthair,,98133
February 21 2019,8005740,Davey,Cat,Domestic Shorthair,,98109
February 21 2019,8005741,Michael,Cat,Domestic Shorthair,,98112
February 21 2019,8005743,Lily,Cat,Domestic Shorthair,Mix,98103
February 21 2019,8005744,Charlie,Cat,Domestic Shorthair,Mix,98103
February 21 2019,S139706,Ziggy,Cat,Domestic Shorthair,Mix,98119
February 21 2019,29111,Wosky,Cat,Domestic Shorthair,,98119
February 21 2019,17295,Leroy,Cat,Domestic Shorthair,Siamese,98109
February 22 2019,S142751,Drake,Cat,Domestic Shorthair,Mix,98004
February 22 2019,8005751,Sandy,Cat,American Shorthair,Mix,98117
February 22 2019,8005752,Oliver,Cat,American Shorthair,Mix,98117
February 22 2019,22283,Tammy,Cat,Domestic Shorthair,,98115
February 22 2019,S126764,Minnie,Cat,American Shorthair,,98199
February 22 2019,S126762,Bailey,Cat,Siamese,,98199
February 22 2019,16673,Niko,Cat,Domestic Shorthair,,98122
February 22 2019,77161,Spark,Cat,Domestic Shorthair,,98107
February 22 2019,77143,Blaze,Cat,Domestic Shorthair,,98107
February 22 2019,8005755,Luna,Cat,Bombay,Mix,98122
February 22 2019,S134454,Jazz,Cat,Domestic Shorthair,Mix,98102
February 22 2019,8005757,Harley,Cat,Domestic Shorthair,,98102
February 22 2019,S126247,Floria,Cat,Domestic Shorthair,Domestic Shorthair,98115
February 22 2019,S126141,Rascal,Cat,Domestic Shorthair,Siamese,98109
February 22 2019,8005760,Sabrina,Cat,Ragdoll,Mix,98109
February 22 2019,S136828,Cilantro,Cat,Domestic Medium Hair,Mix,98122
February 22 2019,85344,Taz,Cat,Domestic Shorthair,,98117
February 22 2019,85435,Squeakers,Cat,Domestic Shorthair,,98107
February 22 2019,8005762,Sadie,Cat,Domestic Shorthair,,98199
February 22 2019,817178,Sadie,Cat,Domestic Shorthair,,98199
February 22 2019,S126884,Kyle,Cat,Domestic Medium Hair,,98199
February 22 2019,74252,Coco,Cat,Domestic Shorthair,,98116
February 22 2019,S150351,Benji,Cat,Domestic Shorthair,Mix,98101
February 22 2019,S127075,Hermey,Cat,Domestic Shorthair,Domestic Shorthair,98116
February 22 2019,S150352,Gray Ghost,Cat,Domestic Longhair,Mix,
February 22 2019,22500,Boyle,Cat,Domestic Shorthair,,98144
February 22 2019,18968,Lola,Cat,Domestic Longhair,,98133
February 22 2019,28998,Meeli,Cat,Domestic Longhair,,98136
February 22 2019,S127063,Nudge,Cat,Siamese,Mix,98199
February 22 2019,85109,Catamaran,Cat,Domestic Shorthair,,98109
February 22 2019,8005777,Link,Cat,Domestic Medium Hair,Mix,98105
February 22 2019,S152475,Macey,Cat,Domestic Shorthair,Mix,98119
February 22 2019,S152476,Pretty Girl,Cat,Domestic Shorthair,Mix,98101
February 22 2019,S152477,George,Cat,Scottish Fold,,98121
February 22 2019,S152478,Louise,Cat,Domestic Shorthair,Mix,98125
February 22 2019,S152479,Winona,Cat,Domestic Medium Hair,Mix,98122
February 22 2019,S152480,Taco,Cat,Domestic Shorthair,Mix,98125
February 22 2019,S152481,Elvis,Cat,Domestic Shorthair,Mix,98125
February 22 2019,78075,Kaylee,Cat,Domestic Shorthair,,98133
February 22 2019,S119174,Gingersnap,Cat,Domestic Shorthair,Mix,98109
February 22 2019,S119173,Cider,Cat,Domestic Shorthair,Mix,98109
February 22 2019,962423,Cheeku,Cat,Domestic Shorthair,,98121
February 23 2019,S142752,Cricket,Cat,Domestic Shorthair,Mix,98117
February 23 2019,S139594,Autumn,Cat,American Shorthair,,98106
February 23 2019,72617,Twitch,Cat,Domestic Shorthair,,98112
February 23 2019,S100923,Clark,Cat,Domestic Shorthair,Mix,98119
February 23 2019,8005785,Boss,Cat,Domestic Shorthair,Mix,98105
February 23 2019,8005789,Marcus,Cat,Siamese,,98106
February 23 2019,S125200,Lando,Cat,Domestic Shorthair,Mix,98115
February 23 2019,8005795,Koty,Cat,American Shorthair,Mix,98126
February 23 2019,S150355,Rambo,Cat,Domestic Shorthair,Mix,98103
February 23 2019,S150356,Valentine,Cat,Domestic Shorthair,Mix,98122
February 23 2019,18967,Tiger,Cat,Domestic Longhair,,98116
February 23 2019,8005798,Taba,Cat,Mix,Mix,98118
February 23 2019,8005799,Tulip,Cat,Mix,Mix,98118
February 23 2019,19151,Maki,Cat,Siamese,,98101
February 23 2019,8005803,Plum,Cat,Domestic Medium Hair,,98126
February 23 2019,8005804,Violet,Cat,Domestic Shorthair,,98126
February 23 2019,S139756,Orange,Cat,Domestic Shorthair,Mix,98118
February 23 2019,77554,Frosty,Cat,Domestic Shorthair,,98117
February 23 2019,S117292,Cosmos,Cat,Domestic Shorthair,Mix,98117
February 23 2019,S134418,Izzy,Cat,Domestic Shorthair,Mix,98125
February 23 2019,S126031,Bijou,Cat,Domestic Medium Hair,,98103
February 24 2019,S142742,Pippy,Cat,Domestic Longhair,Mix,98104
February 24 2019,S140315,Kang,Cat,American Shorthair,,98107
February 24 2019,S140316,Sanni,Cat,American Shorthair,,98107
February 24 2019,948945,Beta,Cat,Domestic Shorthair,,98144
February 24 2019,28939,Gustave,Cat,Domestic Shorthair,,98116
February 24 2019,S119214,Meani,Cat,Domestic Shorthair,Mix,98121
February 24 2019,8005820,Sophie,Cat,Siamese,,98121
February 24 2019,S133343,Annie,Cat,Domestic Shorthair,,98108
February 24 2019,8005823,Haruhi,Cat,Maine Coon,Mix,98117
February 24 2019,8005829,Nikola,Cat,American Shorthair,Mix,98117
February 24 2019,23140,Squirt,Cat,Domestic Shorthair,,98117
February 24 2019,8005831,Willow,Cat,Domestic Medium Hair,Mix,98144
February 24 2019,S109344,Nelson,Cat,Domestic Shorthair,Mix,98116
February 24 2019,8005832,Isabella (Izzy),Cat,American Shorthair,Mix,98116
February 24 2019,S125799,Lily,Cat,Domestic Shorthair,Mix,98107
February 24 2019,S125800,Kona,Cat,Domestic Shorthair,Mix,98107
February 24 2019,29140,Schrödinger,Cat,Domestic Longhair,,98122
February 24 2019,S147369,Hendrix,Cat,Domestic Longhair,Mix,98118
February 24 2019,85508,Shenanigans,Cat,American Shorthair,,98144
February 24 2019,85509,Tomfoolery,Cat,American Shorthair,,98144
February 24 2019,S141004,Bella,Cat,American Shorthair,,98125
February 24 2019,S141005,Ziggy,Cat,American Shorthair,,98125
February 24 2019,S151294,Cottonball,Cat,Domestic Shorthair,,98115
February 24 2019,28810,Arya,Cat,Domestic Longhair,,98105
February 24 2019,8005840,Oliver,Cat,American Shorthair,Mix,98105
February 24 2019,8005844,Claude,Cat,Domestic Shorthair,Mix,98118
February 24 2019,S128267,Silvia,Cat,Domestic Shorthair,Mix,98118
February 24 2019,S143174,BabyG,Cat,Domestic Shorthair,Mix,98118
February 24 2019,284869,Penny,Cat,Domestic Shorthair,,98118
February 24 2019,350490,Frida,Cat,Siamese,Mix,98118
February 24 2019,284868,Fang,Cat,Domestic Shorthair,Mix,98118
February 24 2019,204079,Curly,Cat,Domestic Shorthair,Mix,98118
February 24 2019,72732,Olive,Cat,Domestic Shorthair,,98117
February 24 2019,S128022,Artemis,Cat,Domestic Shorthair,,98177
February 25 2019,133991,Bella,Cat,Domestic Medium Hair,,98103
February 25 2019,8004767,Ozzie,Cat,Domestic Medium Hair,,98107
February 25 2019,8004766,Mr. Pickles,Cat,Domestic Shorthair,Mix,98107
February 25 2019,S126112,Maya,Cat,Domestic Shorthair,,98125
February 25 2019,29057,Flynn,Cat,Domestic Shorthair,,98106
February 25 2019,S111052,Ella Bella,Cat,Domestic Shorthair,Mix,98125
February 25 2019,S139343,Oreo,Cat,Domestic Medium Hair,,98116
February 25 2019,8005849,Nikita,Cat,Domestic Longhair,Mix,98122
February 25 2019,21968,Bean,Cat,Persian,,98118
February 25 2019,19448,Cordie,Cat,LaPerm,,98103
February 25 2019,8005851,Nova Scotia (Lani),Cat,Siamese,Mix,98119
February 25 2019,S138596,Sylvia,Cat,Domestic Shorthair,Mix,98109
February 25 2019,8005855,Mochi,Cat,Mix,Mix,98116
February 25 2019,74034,Rose,Cat,Domestic Shorthair,,98136
February 25 2019,28929,Angelo,Cat,Domestic Medium Hair,,98117
February 25 2019,8005861,Deadmau5,Cat,Maine Coon,Mix,98115
February 25 2019,8005864,Val,Cat,Domestic Shorthair,Mix,98103
February 25 2019,8005865,Patches,Cat,Domestic Shorthair,,98199
February 25 2019,8005869,Scrambles,Cat,American Shorthair,,98199
February 25 2019,S139262,Azula (ZuZu),Cat,Domestic Shorthair,Mix,98105
February 25 2019,142272,Kitzel,Cat,Siberian,,98112
February 25 2019,142273,Tevye,Cat,Siberian,,98112
February 25 2019,S140137,Willy,Cat,Pixie-Bob,,98199
February 25 2019,S140136,Jake,Cat,Pixie-Bob,,98199
February 25 2019,28148,Leia,Cat,Domestic Shorthair,,98103
February 25 2019,28149,Anakin,Cat,Domestic Shorthair,,98103
February 25 2019,S110555,Jasmine,Cat,Domestic Shorthair,Mix,98117
February 25 2019,22694,Tipsy Wobbleson,Cat,Domestic Medium Hair,,98112
February 25 2019,S110556,Rascal,Cat,Domestic Shorthair,Mix,98117
February 25 2019,29135,Tabby,Cat,Domestic Shorthair,,98115
February 25 2019,S152482,Emi,Cat,Domestic Shorthair,Mix,98199
February 25 2019,75595,Oscar,Cat,Domestic Shorthair,,98126
February 25 2019,S152483,Digory,Cat,Domestic Shorthair,Mix,98133
February 25 2019,S152484,Rosie,Cat,Domestic Shorthair,Mix,98119
February 25 2019,S119195,Ollie,Cat,Domestic Shorthair,Mix,98125
February 25 2019,S152485,Baby Cat,Cat,Domestic Longhair,Mix,98119
February 25 2019,S152486,Moxie,Cat,Domestic Medium Hair,Mix,98103
February 25 2019,S113996,Scamper,Cat,Domestic Shorthair,Mix,98199
February 25 2019,S113995,Alley Cat,Cat,Pixie-Bob,Mix,98199
February 25 2019,S127709,Omen,Cat,Siamese,,98102
February 25 2019,S127708,Jinx,Cat,Domestic Shorthair,,98102
February 25 2019,8005882,Jack,Cat,Domestic Shorthair,Mix,98109
February 25 2019,S109865,Olive,Cat,American Shorthair,,98119
February 25 2019,S127322,Porsche,Cat,Domestic Medium Hair,,98119
February 25 2019,8005888,Porsche,Cat,Domestic Medium Hair,,98119
February 25 2019,351232,Bob Cat,Cat,Domestic Shorthair,,98119
February 26 2019,85351,Socks,Cat,Domestic Shorthair,,98117
February 26 2019,29199,Mochi,Cat,Domestic Shorthair,,98103
February 26 2019,29178,Momo,Cat,Domestic Shorthair,,98103
February 26 2019,17480,Jill,Cat,Domestic Shorthair,,98115
February 26 2019,29983,Fiona,Goat,Miniature,,98106
February 26 2019,29984,Sister Bertrille,Goat,Miniature,,98106
February 26 2019,8005897,Luna,Cat,Bombay,,98122
February 26 2019,28745,Vago,Cat,Domestic Longhair,,98115
February 26 2019,8005898,Jet,Cat,Domestic Shorthair,Mix,98109
February 26 2019,8005899,Keira,Cat,Domestic Shorthair,Mix,98109
February 26 2019,S138568,Callie,Cat,Domestic Shorthair,Mix,98125
February 26 2019,8005903,Hocus Pocus!,Cat,Domestic Shorthair,Mix,98125
February 26 2019,8005904,Alakazam!,Cat,Domestic Shorthair,Mix,98125
February 26 2019,18624,Kupcake,Cat,Domestic Shorthair,,98125
February 26 2019,S139852,Senor Larry,Cat,Domestic Medium Hair,,98103
February 26 2019,574322,Nimbus,Cat,Domestic Shorthair,,98122
February 26 2019,8005910,Mishka,Cat,Domestic Shorthair,Mix,98144
February 26 2019,8005911,Chester,Cat,Domestic Shorthair,,98119
February 26 2019,8005912,Charley,Cat,Domestic Shorthair,,98119
February 26 2019,S111457,Max,Cat,Domestic Shorthair,Mix,98107
February 26 2019,S111456,Furiosa,Cat,Domestic Shorthair,Mix,98107
February 26 2019,S139530,Carlos,Cat,Himalayan,,98112
February 26 2019,S134410,Luna,Cat,Domestic Shorthair,Mix,98122
February 26 2019,S124575,Kiki,Cat,Domestic Shorthair,Mix,
February 27 2019,28584,Michael,Cat,Domestic Medium Hair,Mix,98116
February 27 2019,S151302,Estelle,Goat,Miniature,Miniature,98144
February 27 2019,77377,Sox,Cat,Domestic Medium Hair,,98125
February 27 2019,S137586,Leo,Cat,Domestic Shorthair,Mix,98115
February 27 2019,8005926,Butch Cassidy,Cat,Domestic Longhair,Mix,98115
February 27 2019,S119190,Sydney,Cat,Domestic Shorthair,Mix,98107
February 27 2019,83292,Tux,Cat,Domestic Shorthair,,98133
February 27 2019,S136831,Rayna,Cat,Domestic Shorthair,Mix,98118
February 27 2019,S127538,Juniper,Cat,Domestic Longhair,Domestic Longhair,98144
February 27 2019,13500,Mia,Cat,Domestic Shorthair,Mix,98121
February 27 2019,S145875,Oliver,Cat,Domestic Shorthair,Mix,98109
February 27 2019,S145877,Polly,Cat,Domestic Shorthair,Mix,98136
February 27 2019,S145876,Spunky,Cat,Domestic Shorthair,Mix,98136
February 27 2019,S145878,Keki,Cat,Domestic Shorthair,Mix,98125
February 27 2019,S151304,Lukas,Cat,Domestic Shorthair,Mix,98107
February 27 2019,S128250,Rory,Cat,Domestic Medium Hair,,98106
February 27 2019,S119235,Piper,Cat,Domestic Medium Hair,Mix,98106
February 27 2019,77160,Mercury,Cat,American Shorthair,Mix,98109
February 27 2019,22347,Kitters,Cat,Domestic Shorthair,,98125
February 28 2019,S140769,Louie,Cat,Domestic Shorthair,,98116
February 28 2019,28442,Nomad,Cat,Domestic Shorthair,,98102
February 28 2019,8005944,Vittorio,Cat,Domestic Longhair,Mix,98102
February 28 2019,8005945,Marijo,Cat,Domestic Shorthair,Mix,98102
February 28 2019,85517,Sam,Cat,Russian Blue,,98115
February 28 2019,8005951,Bella,Cat,American Wirehair,,98112
February 28 2019,8005952,Cat,Cat,Korat,,98112
February 28 2019,28606,Elsie,Cat,Domestic Shorthair,,98126
February 28 2019,29025,Lucy,Cat,Domestic Medium Hair,,98117
February 28 2019,S142753,Ferrari,Cat,Domestic Longhair,Mix,98102
February 28 2019,8005965,Spaghetti Margaretti Fairchild,Cat,Domestic Shorthair,Mix,98109
February 28 2019,S148305,Sophie,Cat,Domestic Shorthair,,98109
February 28 2019,25464,Dudley,Cat,Domestic Shorthair,,98121
February 28 2019,S127965,Ivan,Cat,Russian Blue,,98117
February 28 2019,S139578,Reginald,Cat,Bombay,,98116
February 28 2019,S148307,Kitty,Cat,Domestic Shorthair,Mix,98125
February 28 2019,14416,Cassini,Cat,Domestic Shorthair,,98115
February 28 2019,429239,Diabla,Cat,Domestic Shorthair,,98116
February 28 2019,16782,Bruno,Cat,Domestic Shorthair,,98116
February 28 2019,8005976,Spike,Cat,Snowshoe,,98136
February 28 2019,S134423,Dale,Cat,Domestic Shorthair,Mix,98115
February 28 2019,S134422,Chita,Cat,Domestic Longhair,Mix,98115
February 28 2019,8005977,Winnie,Cat,Domestic Shorthair,Snowshoe,98107
February 28 2019,85479,Callie,Cat,LaPerm,,98105
February 28 2019,S127308,Tally,Cat,American Shorthair,,98133
February 28 2019,S127307,Nazee,Cat,American Shorthair,,98133
February 28 2019,S110182,Rosie,Cat,Mix,,98108
February 28 2019,S110181,Zipper,Cat,Mix,,98108
February 28 2019,S139859,Will,Cat,Domestic Shorthair,,98116
March 01 2019,S124964,Honey,Cat,Domestic Medium Hair,,98133
March 01 2019,S119208,Sonny,Cat,Russian Blue,Mix,98102
March 01 2019,8005983,Simba,Cat,Domestic Medium Hair,,98118
March 01 2019,8005985,Neshema,Cat,Mix,Mix,98109
March 01 2019,S116804,Bustard,Cat,Domestic Medium Hair,,98103
March 01 2019,S126069,Dorian Grey,Cat,Domestic Medium Hair,,98121
March 01 2019,S126070,Topher Brink,Cat,Domestic Shorthair,,98121
March 01 2019,S139392,Delilah,Cat,Domestic Medium Hair,Mix,98126
March 01 2019,S139393,Zander,Cat,Domestic Shorthair,Mix,98126
March 01 2019,8005992,Noodles,Cat,American Shorthair,Mix,98101
March 01 2019,421638,Corky Lynn,Cat,Domestic Shorthair,,98126
March 01 2019,421639,Yamma Jamma,Cat,Domestic Shorthair,,98126
March 01 2019,78079,Isabelle,Cat,Domestic Shorthair,,98125
March 01 2019,S148313,Pancake,Cat,Domestic Shorthair,Mix,98112
March 01 2019,83238,Andy,Cat,Domestic Shorthair,,98105
March 01 2019,72431,Bert,Cat,Domestic Shorthair,,98136
March 01 2019,8005996,Jinx,Cat,Domestic Shorthair,Mix,98108
March 01 2019,8005997,Fred,Cat,Domestic Longhair,Mix,98108
March 01 2019,S152491,Haku,Cat,Domestic Shorthair,Mix,98106
March 01 2019,S152492,Poop,Cat,Domestic Shorthair,Mix,98125
March 01 2019,S152493,Jenny Linsky,Cat,Domestic Shorthair,Mix,98105
March 01 2019,S152494,Luna,Cat,Domestic Shorthair,Mix,98105
March 01 2019,S152495,Pluto,Cat,Domestic Shorthair,Mix,98105
March 01 2019,S140776,Mitzy,Cat,Domestic Longhair,,98117
March 02 2019,S128078,Tanana,Cat,Domestic Shorthair,,98103
March 02 2019,S145044,,Cat,Domestic Longhair,Mix,98115
March 02 2019,S128104,Brooks,Cat,American Shorthair,,98116
March 02 2019,S128105,Dunn,Cat,American Shorthair,,98116
March 02 2019,77706,Samantha,Cat,Domestic Medium Hair,,98117
March 02 2019,8006013,Puma,Cat,Mix,Mix,98144
March 02 2019,8006014,Maddie,Cat,Mix,Mix,98144
March 02 2019,8006015,Abby,Cat,Mix,Mix,98144
March 02 2019,8006016,Kaya,Cat,Mix,Mix,98144
March 02 2019,8006017,Calvin,Cat,Mix,Mix,98144
March 02 2019,S139382,Jyn Kehoe,Cat,Domestic Medium Hair,Siamese,98115
March 02 2019,S145886,Cider,Cat,Domestic Shorthair,Mix,98103
March 02 2019,S136832,Barnabas,Cat,Domestic Shorthair,Mix,98106
March 03 2019,77110,Chester,Cat,Domestic Shorthair,,98103
March 03 2019,S142754,Skittles,Cat,Domestic Shorthair,Mix,98102
March 03 2019,77141,Monkey,Cat,Domestic Shorthair,Mix,98125
March 03 2019,S128146,Misha,Cat,Domestic Shorthair,,98117
March 03 2019,S128147,Theo,Cat,Domestic Shorthair,,98117
March 03 2019,75598,Buttons,Cat,Domestic Shorthair,,98116
March 03 2019,75599,Boots,Cat,Domestic Shorthair,,98116
March 03 2019,69253,Tiny,Cat,Domestic Shorthair,,98178
March 03 2019,85203,Walnut,Cat,Mix,,98107
March 03 2019,S127674,Zip,Cat,Domestic Shorthair,Mix,98115
March 03 2019,S127675,Jazzy,Cat,Domestic Shorthair,Mix,98115
March 03 2019,S126142,Balestra Princess of Alderan,Cat,British Shorthair,,98102
March 03 2019,73639,Ralph,Cat,Domestic Shorthair,,98108
March 03 2019,85238,Hunter,Cat,Domestic Medium Hair,,98116
March 03 2019,895860,Emily,Cat,American Shorthair,,98117
March 03 2019,S151308,Simba,Cat,Domestic Shorthair,Mix,98106
March 03 2019,S145891,Malcolm,Cat,Domestic Shorthair,Mix,98125
March 03 2019,S128192,Lucy,Cat,Mix,,98115
March 03 2019,28776,Baby,Cat,Domestic Shorthair,,98117
March 03 2019,8006051,Buster,Cat,Domestic Medium Hair,,98103
March 03 2019,8006052,Keaton,Cat,Domestic Shorthair,,98103
March 03 2019,8006055,Nancy Botwin,Cat,Domestic Medium Hair,,98125
March 03 2019,8006056,Celia Hodes,Cat,Domestic Shorthair,,98125
March 03 2019,8006059,Lucy,Cat,Domestic Shorthair,Domestic Shorthair,98102
March 03 2019,8006060,Ricky,Cat,Domestic Shorthair,Mix,98102
March 03 2019,8006061,Martok,Cat,Domestic Medium Hair,Mix,98115
March 03 2019,8006063,Kittika,Cat,Domestic Shorthair,,98144
March 03 2019,S111127,Clover,Cat,Domestic Shorthair,,98122
March 03 2019,8006064,Luna,Cat,Domestic Shorthair,Mix,98105
March 04 2019,S142756,Phoebe,Cat,Domestic Shorthair,Mix,98125
March 04 2019,8006067,Scout,Cat,American Shorthair,Mix,98107
March 04 2019,22280,Vasik,Cat,Manx,,98102
March 04 2019,8006075,Mei Mei,Cat,Domestic Medium Hair,Mix,98102
March 04 2019,8006077,Baby Beth,Cat,Domestic Shorthair,Mix,98112
March 04 2019,S136833,Adele,Cat,Domestic Shorthair,Mix,98126
March 04 2019,8006084,Gareth,Cat,Domestic Shorthair,Mix,98178
March 04 2019,S152497,Rocky 2,Cat,Domestic Shorthair,Mix,98106
March 04 2019,S152498,Luna Belle,Cat,Domestic Shorthair,Mix,98104
March 04 2019,S152500,Olive,Cat,Domestic Longhair,Mix,98199
March 04 2019,S152501,Fuego,Cat,Domestic Shorthair,Mix,98104
March 04 2019,8006088,Kiddles,Cat,Domestic Shorthair,Mix,98107
March 04 2019,8006089,Maiq,Cat,Domestic Shorthair,Mix,98107
March 05 2019,77748,Lionel,Cat,Domestic Shorthair,,98126
March 05 2019,8006096,Olivia,Cat,Siamese,Colourpoint Shorthair,98107
March 05 2019,77659,Lexington,Cat,Domestic Medium Hair,,98133
March 05 2019,823139,Dora,Cat,Domestic Shorthair,,98115
March 05 2019,16698,Snoopy,Cat,Domestic Shorthair,,98101
March 05 2019,72288,Moose,Cat,Domestic Medium Hair,,98105
March 05 2019,S148316,Olive,Cat,Domestic Shorthair,Mix,98105
March 05 2019,S148321,Cookie Monster,Cat,Domestic Shorthair,Mix,98103
March 05 2019,8006106,Cali,Cat,American Shorthair,Mix,98109
March 05 2019,85210,Binx,Cat,Domestic Shorthair,,98109
March 05 2019,142426,Jasper,Cat,Domestic Shorthair,,98199
March 05 2019,142427,Comet,Cat,Domestic Medium Hair,Siamese,98199
March 05 2019,8006113,Bathilda,Cat,Russian Blue,,98103
March 06 2019,77099,Lizzie,Cat,Domestic Shorthair,,98118
March 06 2019,8006114,Potato,Cat,British Shorthair,,98115
March 06 2019,8006115,Panini,Cat,Scottish Fold,,98115
